plan_enc,zone_enc,claim_history,policy_year,heat_addon,monthly_earnings,daily_hours,veh_enc,plat_enc,disruption_days_hist,zone_factor,claim_factor,loyalty_factor,base_premium,final_premium,raw_plan,raw_risk_zone,raw_vehicle_type,raw_platform
1,2,0,3,0,30347.536894333854,6.032221540664322,1,1,11,1.25,0.9,0.9,699.0,1087.46,RAKSHAK,HIGH,three_wheeler,Swiggy
1,1,0,1,0,16679.83009716142,6.023170187922971,3,0,12,1.0,0.9,1.0,699.0,815.31,RAKSHAK,MODERATE,ev_two_wheeler,Zomato
2,0,0,1,0,39521.34652007131,10.6795264257097,3,1,23,0.85,0.9,1.0,999.0,1401.37,SURAKSHA,SAFE,ev_two_wheeler,Swiggy
1,0,0,2,0,15009.980987782787,6.186099636444658,2,2,22,0.85,0.9,0.95,699.0,746.66,RAKSHAK,SAFE,bicycle,Zepto
0,1,0,3,0,29117.417714682684,9.891517136906153,0,2,23,1.0,0.9,0.9,399.0,859.75,SAATHI,MODERATE,two_wheeler,Zepto
2,2,2,1,0,35865.738426673866,10.591297019653032,0,1,8,1.25,1.15,1.0,999.0,1838.62,SURAKSHA,HIGH,two_wheeler,Swiggy
1,1,0,2,0,34793.670884553576,9.961747817569247,0,2,1,1.0,0.9,0.95,699.0,949.91,RAKSHAK,MODERATE,two_wheeler,Zepto
1,1,1,2,1,31958.55658696733,8.422720070112423,0,3,20,1.0,1.0,0.95,699.0,1241.98,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,0,2,2,0,19806.963814907507,6.57437526870087,2,2,1,0.85,1.15,0.95,699.0,721.01,RAKSHAK,SAFE,bicycle,Zepto
2,2,0,2,0,33752.469542127,8.50588055100144,3,2,13,1.25,0.9,0.95,999.0,1518.47,SURAKSHA,HIGH,ev_two_wheeler,Zepto
0,0,2,1,0,26208.667108631988,4.316764574392622,0,3,9,0.85,1.15,1.0,399.0,615.01,SAATHI,SAFE,two_wheeler,Blinkit
0,2,0,3,0,33831.16223023618,8.651238161709259,0,3,3,1.25,0.9,0.9,399.0,720.31,SAATHI,HIGH,two_wheeler,Blinkit
0,0,1,2,0,26140.758478064236,5.8818766397651725,0,3,14,0.85,1.0,0.95,399.0,596.87,SAATHI,SAFE,two_wheeler,Blinkit
0,1,0,1,0,35676.768973022525,4.4523833694824635,0,2,7,1.0,0.9,1.0,399.0,622.87,SAATHI,MODERATE,two_wheeler,Zepto
1,0,1,1,0,13714.778983441818,11.111186370013048,3,2,15,0.85,1.0,1.0,699.0,944.56,RAKSHAK,SAFE,ev_two_wheeler,Zepto
0,2,0,1,0,32141.963289014646,4.160041315409348,0,2,12,1.25,0.9,1.0,399.0,754.34,SAATHI,HIGH,two_wheeler,Zepto
0,1,0,1,1,16274.532353377752,6.932094044471245,0,3,9,1.0,0.9,1.0,399.0,698.35,SAATHI,MODERATE,two_wheeler,Blinkit
1,2,0,2,1,33462.66574492406,5.209373586258604,0,3,5,1.25,0.9,0.95,699.0,1081.96,RAKSHAK,HIGH,two_wheeler,Blinkit
2,1,0,2,0,19584.47354898802,9.336545746014298,0,1,16,1.0,0.9,0.95,999.0,1203.85,SURAKSHA,MODERATE,two_wheeler,Swiggy
1,2,2,2,0,24169.68596522585,9.533627343002767,0,0,13,1.25,1.15,0.95,699.0,1345.3,RAKSHAK,HIGH,two_wheeler,Zomato
2,1,1,3,0,38038.08477148607,7.171249229805249,0,2,8,1.0,1.0,0.9,999.0,1331.0,SURAKSHA,MODERATE,two_wheeler,Zepto
0,0,2,2,0,27602.95944531927,6.932407505332722,0,0,3,0.85,1.15,0.95,399.0,586.09,SAATHI,SAFE,two_wheeler,Zomato
1,2,1,1,1,18030.553807742122,8.099249147681196,3,2,21,1.25,1.0,1.0,699.0,1298.98,RAKSHAK,HIGH,ev_two_wheeler,Zepto
1,1,0,1,0,20721.001315079553,8.71069975473465,0,0,22,1.0,0.9,1.0,699.0,1070.56,RAKSHAK,MODERATE,two_wheeler,Zomato
0,1,0,2,0,17107.463151423424,10.364778272461896,0,0,12,1.0,0.9,0.95,399.0,641.25,SAATHI,MODERATE,two_wheeler,Zomato
1,0,0,1,0,16369.360736490373,6.0346777080482275,0,3,21,0.85,0.9,1.0,699.0,906.59,RAKSHAK,SAFE,two_wheeler,Blinkit
2,2,0,2,0,38651.44819167064,6.665701784732841,2,3,22,1.25,0.9,0.95,999.0,1496.43,SURAKSHA,HIGH,bicycle,Blinkit
0,2,2,2,0,12309.523163516267,8.357112444942864,0,0,20,1.25,1.15,0.95,399.0,929.06,SAATHI,HIGH,two_wheeler,Zomato
1,1,1,1,0,19415.86720510945,5.048228046498392,3,2,5,1.0,1.0,1.0,699.0,825.15,RAKSHAK,MODERATE,ev_two_wheeler,Zepto
1,1,1,3,0,32380.57341799285,7.312495521706731,0,1,11,1.0,1.0,0.9,699.0,988.59,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,1,0,1,1,26487.597286873148,9.481685970707753,0,2,18,1.0,0.9,1.0,699.0,1146.72,RAKSHAK,MODERATE,two_wheeler,Zepto
1,2,0,2,0,16578.733841027373,4.756230112003965,0,2,23,1.25,0.9,0.95,699.0,1112.58,RAKSHAK,HIGH,two_wheeler,Zepto
1,1,2,1,0,28628.059419034744,9.98868581369442,0,2,24,1.0,1.15,1.0,699.0,1366.79,RAKSHAK,MODERATE,two_wheeler,Zepto
1,2,0,2,0,23128.187626838117,7.071627623067377,0,2,12,1.25,0.9,0.95,699.0,1068.27,RAKSHAK,HIGH,two_wheeler,Zepto
0,1,0,3,1,29536.465307388622,10.552459645354798,0,2,21,1.0,0.9,0.9,399.0,926.85,SAATHI,MODERATE,two_wheeler,Zepto
1,0,0,2,0,12843.956896230786,6.324075302225512,0,1,17,0.85,0.9,0.95,699.0,769.1,RAKSHAK,SAFE,two_wheeler,Swiggy
0,1,1,1,0,21138.477748914564,6.424373986548693,0,2,3,1.0,1.0,1.0,399.0,583.99,SAATHI,MODERATE,two_wheeler,Zepto
2,1,0,1,0,30928.043706373406,9.566290451387417,0,2,1,1.0,0.9,1.0,999.0,1172.1,SURAKSHA,MODERATE,two_wheeler,Zepto
1,1,2,1,0,36344.47929197083,11.53477995270758,3,0,21,1.0,1.15,1.0,699.0,1393.93,RAKSHAK,MODERATE,ev_two_wheeler,Zomato
1,0,2,2,0,36827.33941287003,9.103213832394555,1,2,23,0.85,1.15,0.95,699.0,1294.96,RAKSHAK,SAFE,three_wheeler,Zepto
2,2,2,1,1,21899.49175242833,11.203656581983859,0,0,12,1.25,1.15,1.0,999.0,1868.67,SURAKSHA,HIGH,two_wheeler,Zomato
1,2,1,1,0,28868.18715653233,11.805109752781071,0,3,4,1.25,1.0,1.0,699.0,1270.14,RAKSHAK,HIGH,two_wheeler,Blinkit
2,2,0,2,0,19602.27794866088,10.61704681296434,0,3,9,1.25,0.9,0.95,999.0,1371.47,SURAKSHA,HIGH,two_wheeler,Blinkit
1,0,0,2,0,31856.851088468506,5.989567525336038,3,2,23,0.85,0.9,0.95,699.0,926.07,RAKSHAK,SAFE,ev_two_wheeler,Zepto
1,0,0,1,1,20645.08361676055,6.708504071677976,0,3,20,0.85,0.9,1.0,699.0,966.84,RAKSHAK,SAFE,two_wheeler,Blinkit
2,0,0,1,0,19957.896433733775,4.496627872256289,0,2,18,0.85,0.9,1.0,999.0,1083.33,SURAKSHA,SAFE,two_wheeler,Zepto
0,0,0,3,0,17347.496855125682,7.238363246893906,0,3,19,0.85,0.9,0.9,399.0,642.19,SAATHI,SAFE,two_wheeler,Blinkit
0,1,1,3,1,19734.364779827654,9.676633551026121,0,3,22,1.0,1.0,0.9,399.0,909.33,SAATHI,MODERATE,two_wheeler,Blinkit
2,0,0,1,0,14198.49633393104,6.759620376024545,0,1,12,0.85,0.9,1.0,999.0,1011.24,SURAKSHA,SAFE,two_wheeler,Swiggy
0,1,0,3,1,33155.97968678668,5.93983705116494,2,3,18,1.0,0.9,0.9,399.0,707.52,SAATHI,MODERATE,bicycle,Blinkit
1,2,0,3,0,38288.3508694608,11.931204332417085,0,3,1,1.25,0.9,0.9,699.0,1150.92,RAKSHAK,HIGH,two_wheeler,Blinkit
0,1,0,2,0,17643.06223565467,9.209005959618596,0,0,13,1.0,0.9,0.95,399.0,672.91,SAATHI,MODERATE,two_wheeler,Zomato
0,0,1,2,0,15980.012774650904,5.786380392816534,0,0,8,0.85,1.0,0.95,399.0,469.5,SAATHI,SAFE,two_wheeler,Zomato
1,1,1,2,0,14511.7365571751,11.120665356374065,0,3,20,1.0,1.0,0.95,699.0,1098.71,RAKSHAK,MODERATE,two_wheeler,Blinkit
2,1,0,3,1,37014.374619936396,4.386196508485177,0,0,7,1.0,0.9,0.9,999.0,1168.53,SURAKSHA,MODERATE,two_wheeler,Zomato
1,1,1,3,1,24805.42704044263,9.091928810967618,0,1,2,1.0,1.0,0.9,699.0,898.79,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,0,0,3,0,36811.3603209686,6.829380595159735,0,0,5,0.85,0.9,0.9,699.0,826.62,RAKSHAK,SAFE,two_wheeler,Zomato
1,1,1,3,1,12252.890594338212,9.355437315441078,0,1,10,1.0,1.0,0.9,699.0,926.89,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,1,0,3,0,32469.858452356817,4.152059200205371,0,1,24,1.0,0.9,0.9,399.0,791.49,SAATHI,MODERATE,two_wheeler,Swiggy
2,0,0,1,0,16725.106617469646,10.703628435992528,0,0,16,0.85,0.9,1.0,999.0,1128.24,SURAKSHA,SAFE,two_wheeler,Zomato
1,1,0,1,0,24811.03612535714,4.411284855892289,2,0,22,1.0,0.9,1.0,699.0,931.34,RAKSHAK,MODERATE,bicycle,Zomato
1,1,1,2,0,33560.318917263896,6.8757726103147325,0,0,20,1.0,1.0,0.95,699.0,1192.41,RAKSHAK,MODERATE,two_wheeler,Zomato
0,2,1,1,0,17406.023666308476,11.767893215228856,0,2,6,1.25,1.0,1.0,399.0,782.76,SAATHI,HIGH,two_wheeler,Zepto
0,1,2,1,0,26138.53735812237,11.140922672712254,1,0,10,1.0,1.15,1.0,399.0,928.41,SAATHI,MODERATE,three_wheeler,Zomato
0,0,1,1,0,24010.715142511235,9.623367984495744,0,1,19,0.85,1.0,1.0,399.0,833.41,SAATHI,SAFE,two_wheeler,Swiggy
1,1,2,1,0,13958.190202934416,11.430179404671048,0,0,21,1.0,1.15,1.0,699.0,1240.35,RAKSHAK,MODERATE,two_wheeler,Zomato
2,0,0,1,0,20529.515946457257,11.979929287009412,0,2,14,0.85,0.9,1.0,999.0,1191.04,SURAKSHA,SAFE,two_wheeler,Zepto
1,0,0,1,0,23964.709170049628,11.844325189445549,1,3,14,0.85,0.9,1.0,699.0,1019.53,RAKSHAK,SAFE,three_wheeler,Blinkit
1,0,0,3,0,26842.214855545702,6.748975969017103,0,0,3,0.85,0.9,0.9,699.0,688.54,RAKSHAK,SAFE,two_wheeler,Zomato
0,1,0,1,0,16291.062043622296,8.618229443026998,0,2,23,1.0,0.9,1.0,399.0,828.39,SAATHI,MODERATE,two_wheeler,Zepto
0,0,0,1,0,18925.468397439046,10.38540750769436,0,0,16,0.85,0.9,1.0,399.0,693.85,SAATHI,SAFE,two_wheeler,Zomato
1,1,0,1,0,13416.802377330981,10.408023181084744,0,1,11,1.0,0.9,1.0,699.0,894.42,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,1,1,1,0,32195.99536073912,7.466809655445115,2,1,7,1.0,1.0,1.0,699.0,943.48,RAKSHAK,MODERATE,bicycle,Swiggy
0,2,2,2,1,17005.238097189802,7.865889249961215,3,0,20,1.25,1.15,0.95,399.0,975.21,SAATHI,HIGH,ev_two_wheeler,Zomato
1,0,0,1,0,39378.721695869455,4.8916971166681344,3,0,9,0.85,0.9,1.0,699.0,832.83,RAKSHAK,SAFE,ev_two_wheeler,Zomato
0,1,0,2,0,38713.899659443836,8.818219843998161,0,3,15,1.0,0.9,0.95,399.0,856.54,SAATHI,MODERATE,two_wheeler,Blinkit
1,2,0,2,0,21302.624666912066,11.727080103546738,0,2,22,1.25,0.9,0.95,699.0,1216.93,RAKSHAK,HIGH,two_wheeler,Zepto
0,0,0,3,0,36174.82381410214,6.051429557213662,0,1,16,0.85,0.9,0.9,399.0,723.98,SAATHI,SAFE,two_wheeler,Swiggy
1,0,0,1,0,39125.449107909415,9.348819044486701,0,3,17,0.85,0.9,1.0,699.0,1116.89,RAKSHAK,SAFE,two_wheeler,Blinkit
2,2,1,1,0,14796.285881815716,5.1222584687974155,3,2,7,1.25,1.0,1.0,999.0,1341.02,SURAKSHA,HIGH,ev_two_wheeler,Zepto
1,0,1,1,0,31308.724129176528,5.036657343439382,0,0,5,0.85,1.0,1.0,699.0,848.04,RAKSHAK,SAFE,two_wheeler,Zomato
1,2,0,1,0,32720.15508105328,8.081705618914484,3,3,3,1.25,0.9,1.0,699.0,1049.7,RAKSHAK,HIGH,ev_two_wheeler,Blinkit
0,1,0,2,1,33843.74777746258,10.290537157594096,0,1,22,1.0,0.9,0.95,399.0,1031.79,SAATHI,MODERATE,two_wheeler,Swiggy
0,0,0,1,0,24278.034951688158,6.292924467597821,0,1,5,0.85,0.9,1.0,399.0,524.03,SAATHI,SAFE,two_wheeler,Swiggy
1,0,1,1,0,39211.03560733491,10.468834017390678,0,3,22,0.85,1.0,1.0,699.0,1187.58,RAKSHAK,SAFE,two_wheeler,Blinkit
0,0,1,1,1,17134.747337824665,9.68565889495422,0,1,0,0.85,1.0,1.0,399.0,610.15,SAATHI,SAFE,two_wheeler,Swiggy
2,0,1,2,1,37665.45446298715,11.36406231589266,0,2,9,0.85,1.0,0.95,999.0,1359.1,SURAKSHA,SAFE,two_wheeler,Zepto
2,2,0,2,0,32362.039264521987,10.698286222798089,1,0,9,1.25,0.9,0.95,999.0,1512.23,SURAKSHA,HIGH,three_wheeler,Zomato
1,1,0,2,0,34957.21203956483,8.138675987835962,3,1,3,1.0,0.9,0.95,699.0,898.74,RAKSHAK,MODERATE,ev_two_wheeler,Swiggy
1,1,1,3,0,13886.751275633487,5.340268407781396,0,2,2,1.0,1.0,0.9,699.0,742.17,RAKSHAK,MODERATE,two_wheeler,Zepto
1,2,0,1,0,34536.7939437628,11.139016916746398,0,2,8,1.25,0.9,1.0,699.0,1196.44,RAKSHAK,HIGH,two_wheeler,Zepto
0,0,2,1,0,13802.754966003064,7.334612031398816,1,1,11,0.85,1.15,1.0,399.0,699.73,SAATHI,SAFE,three_wheeler,Swiggy
1,1,1,3,1,35945.4825735154,8.61741756297074,0,3,22,1.0,1.0,0.9,699.0,1277.34,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,1,0,3,0,39351.22101252385,9.830826958990126,0,0,1,1.0,0.9,0.9,699.0,948.96,RAKSHAK,MODERATE,two_wheeler,Zomato
1,1,0,1,0,17618.099448903045,4.5219236334038655,0,2,23,1.0,0.9,1.0,699.0,983.99,RAKSHAK,MODERATE,two_wheeler,Zepto
1,0,0,2,1,26689.390845342496,6.988197022499063,0,1,13,0.85,0.9,0.95,699.0,1006.92,RAKSHAK,SAFE,two_wheeler,Swiggy
2,0,2,1,0,24333.54223751099,6.855319211772121,2,2,14,0.85,1.15,1.0,999.0,1246.8,SURAKSHA,SAFE,bicycle,Zepto
1,1,2,1,1,18038.502775302277,9.714921295578629,0,3,16,1.0,1.15,1.0,699.0,1271.9,RAKSHAK,MODERATE,two_wheeler,Blinkit
0,1,1,1,0,39280.50473410063,9.545496030299155,0,3,1,1.0,1.0,1.0,399.0,742.13,SAATHI,MODERATE,two_wheeler,Blinkit
1,0,0,1,0,26235.663438010473,8.687233885020351,3,0,21,0.85,0.9,1.0,699.0,1018.11,RAKSHAK,SAFE,ev_two_wheeler,Zomato
1,1,0,2,0,21140.621571690084,9.127952929009247,0,3,17,1.0,0.9,0.95,699.0,961.11,RAKSHAK,MODERATE,two_wheeler,Blinkit
2,0,0,2,0,27187.546999222155,10.359106638409983,3,0,17,0.85,0.9,0.95,999.0,1174.24,SURAKSHA,SAFE,ev_two_wheeler,Zomato
1,2,0,2,0,23217.59891953358,4.547048976859451,3,0,21,1.25,0.9,0.95,699.0,1106.19,RAKSHAK,HIGH,ev_two_wheeler,Zomato
1,0,1,1,0,17644.270414720988,6.37930109341046,0,2,9,0.85,1.0,1.0,699.0,829.81,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,0,1,0,38263.41539678266,6.275974272445714,3,2,11,1.0,0.9,1.0,699.0,997.61,RAKSHAK,MODERATE,ev_two_wheeler,Zepto
1,2,0,3,0,28952.532967081952,10.883643328767896,3,1,12,1.25,0.9,0.9,699.0,1101.36,RAKSHAK,HIGH,ev_two_wheeler,Swiggy
1,0,2,2,0,23600.77821855797,5.181417902708605,0,0,2,0.85,1.15,0.95,699.0,844.77,RAKSHAK,SAFE,two_wheeler,Zomato
0,1,0,1,0,17183.5602160501,10.879537897935087,0,2,2,1.0,0.9,1.0,399.0,594.53,SAATHI,MODERATE,two_wheeler,Zepto
0,1,0,1,0,17177.90214785673,4.2723950524285,3,2,15,1.0,0.9,1.0,399.0,562.05,SAATHI,MODERATE,ev_two_wheeler,Zepto
1,1,0,1,1,35088.124369224446,10.074155357307134,0,2,21,1.0,0.9,1.0,699.0,1274.72,RAKSHAK,MODERATE,two_wheeler,Zepto
0,1,0,2,0,16217.319683170646,7.689619777057088,0,1,10,1.0,0.9,0.95,399.0,601.53,SAATHI,MODERATE,two_wheeler,Swiggy
1,0,0,1,0,15967.45768328649,7.623462964587624,0,3,10,0.85,0.9,1.0,699.0,809.32,RAKSHAK,SAFE,two_wheeler,Blinkit
0,1,0,1,1,17076.18921638955,7.669866617093936,3,2,2,1.0,0.9,1.0,399.0,568.94,SAATHI,MODERATE,ev_two_wheeler,Zepto
1,2,0,2,0,36947.121805134346,7.485262379252041,0,0,24,1.25,0.9,0.95,699.0,1322.32,RAKSHAK,HIGH,two_wheeler,Zomato
2,1,0,3,0,22503.015692912842,9.997713386294386,0,2,19,1.0,0.9,0.9,999.0,1264.95,SURAKSHA,MODERATE,two_wheeler,Zepto
1,0,1,2,0,35129.32122304289,5.471168180200111,0,3,9,0.85,1.0,0.95,699.0,884.59,RAKSHAK,SAFE,two_wheeler,Blinkit
0,1,1,1,0,29513.151163349004,10.696090084024135,0,1,18,1.0,1.0,1.0,399.0,882.34,SAATHI,MODERATE,two_wheeler,Swiggy
2,0,0,3,0,38347.96997910272,6.248521191573881,0,0,4,0.85,0.9,0.9,999.0,1000.31,SURAKSHA,SAFE,two_wheeler,Zomato
2,1,2,1,0,17483.821753291384,6.547001784898534,0,3,19,1.0,1.15,1.0,999.0,1451.11,SURAKSHA,MODERATE,two_wheeler,Blinkit
1,0,0,1,0,24031.918630546897,5.572293899229993,0,2,14,0.85,0.9,1.0,699.0,868.63,RAKSHAK,SAFE,two_wheeler,Zepto
1,0,0,1,0,37981.524522699634,11.600540984958919,2,1,5,0.85,0.9,1.0,699.0,865.44,RAKSHAK,SAFE,bicycle,Swiggy
1,0,1,1,1,21079.62033805716,8.246878202617633,0,2,16,0.85,1.0,1.0,699.0,1063.5,RAKSHAK,SAFE,two_wheeler,Zepto
0,2,1,2,0,25226.980869920662,7.863571468587543,0,3,15,1.25,1.0,0.95,399.0,860.23,SAATHI,HIGH,two_wheeler,Blinkit
0,0,0,2,1,20576.035818737386,4.7164370939503915,3,3,18,0.85,0.9,0.95,399.0,635.13,SAATHI,SAFE,ev_two_wheeler,Blinkit
1,0,0,2,0,14897.19843578982,8.42629132784754,0,3,4,0.85,0.9,0.95,699.0,657.42,RAKSHAK,SAFE,two_wheeler,Blinkit
0,2,1,2,0,34054.905060013865,9.869674475981057,1,3,20,1.25,1.0,0.95,399.0,1067.32,SAATHI,HIGH,three_wheeler,Blinkit
1,1,2,3,0,39443.92807417353,11.984126526595674,0,1,7,1.0,1.15,0.9,699.0,1172.61,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,0,0,3,0,22733.20571100355,4.551297439423051,0,1,5,0.85,0.9,0.9,699.0,663.0,RAKSHAK,SAFE,two_wheeler,Swiggy
1,1,1,1,0,13053.34537144352,10.14448227754067,0,2,20,1.0,1.0,1.0,699.0,1025.59,RAKSHAK,MODERATE,two_wheeler,Zepto
0,0,1,2,0,33280.6277344613,11.83540316665551,2,2,11,0.85,1.0,0.95,399.0,717.13,SAATHI,SAFE,bicycle,Zepto
1,1,0,2,1,23772.297019827034,11.201103610344028,0,2,2,1.0,0.9,0.95,699.0,940.67,RAKSHAK,MODERATE,two_wheeler,Zepto
2,0,0,2,0,20243.84680831827,4.54981023901303,0,2,14,0.85,0.9,0.95,999.0,988.04,SURAKSHA,SAFE,two_wheeler,Zepto
0,2,0,1,0,34686.043413666266,10.456109085327071,2,1,16,1.25,0.9,1.0,399.0,867.42,SAATHI,HIGH,bicycle,Swiggy
0,1,1,3,0,24751.427191476032,9.589824548474798,0,0,11,1.0,1.0,0.9,399.0,714.0,SAATHI,MODERATE,two_wheeler,Zomato
1,1,0,2,0,13105.476253654775,6.2003221145001355,0,1,2,1.0,0.9,0.95,699.0,725.78,RAKSHAK,MODERATE,two_wheeler,Swiggy
2,0,0,1,0,25465.69492544228,8.45163502876672,3,1,9,0.85,0.9,1.0,999.0,1024.21,SURAKSHA,SAFE,ev_two_wheeler,Swiggy
0,0,1,3,0,30885.366723556443,4.0277152727802505,0,1,3,0.85,1.0,0.9,399.0,535.94,SAATHI,SAFE,two_wheeler,Swiggy
0,0,0,2,0,12207.237505892152,8.011349670783204,0,2,14,0.85,0.9,0.95,399.0,659.56,SAATHI,SAFE,two_wheeler,Zepto
0,0,0,1,0,18813.926557711904,4.798144270806451,2,2,6,0.85,0.9,1.0,399.0,343.13,SAATHI,SAFE,bicycle,Zepto
1,2,0,2,0,19903.58988297481,6.201512579420333,0,1,16,1.25,0.9,0.95,699.0,1075.21,RAKSHAK,HIGH,two_wheeler,Swiggy
1,1,1,3,1,34073.167077392965,7.80151328033715,0,2,17,1.0,1.0,0.9,699.0,1184.05,RAKSHAK,MODERATE,two_wheeler,Zepto
1,1,0,2,0,29365.735294344056,5.916838583356365,0,1,4,1.0,0.9,0.95,699.0,824.17,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,2,1,1,1,26943.610455624803,6.311815969984257,0,3,9,1.25,1.0,1.0,699.0,1280.93,RAKSHAK,HIGH,two_wheeler,Blinkit
2,2,2,2,1,14038.833148195823,6.7863953390895055,0,3,24,1.25,1.15,0.95,999.0,1801.78,SURAKSHA,HIGH,two_wheeler,Blinkit
1,1,0,1,0,38951.948446573704,5.236014491962427,3,3,2,1.0,0.9,1.0,699.0,877.63,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
2,1,1,2,0,13559.793079415875,11.3480812055084,3,0,7,1.0,1.0,0.95,999.0,1189.41,SURAKSHA,MODERATE,ev_two_wheeler,Zomato
1,1,0,2,1,18091.384040402023,5.4660469175124975,0,1,11,1.0,0.9,0.95,699.0,848.03,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,0,0,3,0,23366.9207775085,8.275103714286136,0,0,24,0.85,0.9,0.9,399.0,770.92,SAATHI,SAFE,two_wheeler,Zomato
1,0,0,1,0,30337.298903983923,4.6199681732939375,0,2,2,0.85,0.9,1.0,699.0,706.86,RAKSHAK,SAFE,two_wheeler,Zepto
1,2,0,3,0,14361.31601634698,9.527535152134865,0,1,10,1.25,0.9,0.9,699.0,902.44,RAKSHAK,HIGH,two_wheeler,Swiggy
0,0,0,1,0,20267.8802251812,10.784550253358441,0,0,18,0.85,0.9,1.0,399.0,753.21,SAATHI,SAFE,two_wheeler,Zomato
1,0,0,3,0,19540.908518059965,7.933672555487651,1,3,21,0.85,0.9,0.9,699.0,949.77,RAKSHAK,SAFE,three_wheeler,Blinkit
1,2,1,2,0,37238.50471459552,4.1705765878457015,0,3,7,1.25,1.0,0.95,699.0,1131.21,RAKSHAK,HIGH,two_wheeler,Blinkit
1,0,2,3,0,37031.34688056694,4.930145210130122,2,2,5,0.85,1.15,0.9,699.0,789.35,RAKSHAK,SAFE,bicycle,Zepto
1,0,1,1,0,37881.155926299274,8.935436840556374,0,3,11,0.85,1.0,1.0,699.0,1075.25,RAKSHAK,SAFE,two_wheeler,Blinkit
0,0,0,1,0,20972.18606567674,8.4728633647028,0,3,9,0.85,0.9,1.0,399.0,586.22,SAATHI,SAFE,two_wheeler,Blinkit
0,2,2,1,0,17903.934133384282,8.47040667483197,0,0,18,1.25,1.15,1.0,399.0,911.08,SAATHI,HIGH,two_wheeler,Zomato
2,0,1,2,0,29767.870381659835,7.441315620115997,0,0,12,0.85,1.0,0.95,999.0,1173.57,SURAKSHA,SAFE,two_wheeler,Zomato
1,0,0,2,0,33705.91688255679,8.922491257819514,0,2,24,0.85,0.9,0.95,699.0,1091.9,RAKSHAK,SAFE,two_wheeler,Zepto
2,1,0,3,0,36877.819088201926,6.6239867869683176,0,2,7,1.0,0.9,0.9,999.0,1123.54,SURAKSHA,MODERATE,two_wheeler,Zepto
0,1,0,1,1,21911.827813335454,8.518526255935768,2,0,4,1.0,0.9,1.0,399.0,580.08,SAATHI,MODERATE,bicycle,Zomato
0,2,0,3,0,39225.530544679124,8.867063625198362,3,2,11,1.25,0.9,0.9,399.0,777.37,SAATHI,HIGH,ev_two_wheeler,Zepto
1,1,0,1,0,39006.387336024265,10.646282353375785,3,3,22,1.0,0.9,1.0,699.0,1238.06,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
1,0,0,2,1,30164.325297310603,8.55798584930632,0,2,8,0.85,0.9,0.95,699.0,956.07,RAKSHAK,SAFE,two_wheeler,Zepto
2,0,0,1,1,34191.04233120105,5.192783155755159,0,1,17,0.85,0.9,1.0,999.0,1237.8,SURAKSHA,SAFE,two_wheeler,Swiggy
2,2,0,2,0,27255.947199340455,8.421565510102283,2,3,24,1.25,0.9,0.95,999.0,1474.68,SURAKSHA,HIGH,bicycle,Blinkit
0,2,2,2,1,20464.397315425682,10.88895334690217,0,1,19,1.25,1.15,0.95,399.0,1054.41,SAATHI,HIGH,two_wheeler,Swiggy
0,1,0,2,0,16317.621593860993,5.756173085810539,0,1,15,1.0,0.9,0.95,399.0,617.97,SAATHI,MODERATE,two_wheeler,Swiggy
1,0,0,2,0,19320.190537898074,11.47818120638324,3,2,23,0.85,0.9,0.95,699.0,975.5,RAKSHAK,SAFE,ev_two_wheeler,Zepto
0,0,1,2,1,22787.977928951514,11.209731714086322,0,0,11,0.85,1.0,0.95,399.0,776.2,SAATHI,SAFE,two_wheeler,Zomato
1,2,0,1,0,29085.124303430875,11.270811023058574,0,0,12,1.25,0.9,1.0,699.0,1192.92,RAKSHAK,HIGH,two_wheeler,Zomato
1,1,0,2,0,25449.564134222353,5.185752878428133,0,0,10,1.0,0.9,0.95,699.0,867.86,RAKSHAK,MODERATE,two_wheeler,Zomato
2,1,0,2,0,13740.253959711888,7.218490569393296,2,0,24,1.0,0.9,0.95,999.0,1152.8,SURAKSHA,MODERATE,bicycle,Zomato
0,0,0,2,0,29335.211468495785,8.044755213526765,2,2,23,0.85,0.9,0.95,399.0,705.76,SAATHI,SAFE,bicycle,Zepto
1,1,2,2,1,12030.563148642794,8.241885541807129,0,0,1,1.0,1.15,0.95,699.0,938.05,RAKSHAK,MODERATE,two_wheeler,Zomato
0,1,0,1,0,36359.62781404842,10.529713236248107,1,3,12,1.0,0.9,1.0,399.0,927.09,SAATHI,MODERATE,three_wheeler,Blinkit
0,0,1,2,0,14842.023239377806,4.017965667821242,0,3,22,0.85,1.0,0.95,399.0,591.88,SAATHI,SAFE,two_wheeler,Blinkit
