distance_to_zone_km,claim_frequency_30d,avg_claim_amount_30d,hours_since_last_claim,device_id_match,gps_trajectory_score,event_cluster_count,is_anomaly
0.34,0,699.85,284,1,0.9,10,0
0.25,0,1188.08,87,1,0.9,23,0
0.9,0,1032.08,384,1,0.95,12,0
0.77,1,846.76,426,1,0.78,4,0
0.46,1,323.78,621,1,0.97,21,0
0.55,1,1077.01,185,1,0.8,18,0
0.75,1,218.7,706,1,0.81,20,0
0.91,1,1129.24,662,1,0.93,7,0
0.55,1,1115.99,407,1,0.89,16,0
0.12,0,227.04,714,1,0.94,17,0
0.69,1,513.47,50,1,0.79,10,0
0.18,0,970.98,397,1,0.79,9,0
0.34,0,473.52,536,1,0.96,18,0
2.3,0,261.41,425,1,0.76,15,0
0.69,1,602.54,478,1,0.77,24,0
0.23,0,331.27,457,1,0.86,3,0
0.67,2,1083.8,430,1,0.99,8,0
0.02,0,699.72,407,1,0.93,18,0
0.38,0,297.41,560,1,0.8,23,0
0.44,0,507.64,691,1,0.83,17,0
2.4,2,331.53,703,1,0.81,7,0
1.68,0,351.85,345,1,0.79,8,0
0.19,0,431.14,322,1,0.86,8,0
0.07,0,1068.72,464,1,0.76,13,0
0.36,0,286.43,634,1,0.93,9,0
0.36,0,549.05,412,1,0.8,16,0
0.38,0,1176.63,670,1,0.78,20,0
0.08,0,796.69,588,1,0.79,20,0
2.31,0,1131.33,347,1,0.79,4,0
0.59,1,466.01,288,1,0.98,20,0
0.78,0,504.78,314,1,0.77,6,0
0.13,0,1017.42,123,1,0.92,16,0
0.99,0,1142.49,365,1,0.87,3,0
0.12,1,875.53,240,1,0.86,3,0
1.48,0,735.46,235,1,0.97,21,0
0.76,0,1132.41,550,1,0.86,24,0
0.1,0,392.51,637,1,0.76,22,0
0.55,0,1144.14,294,1,0.84,15,0
0.63,0,210.21,425,1,0.98,19,0
0.58,2,887.4,109,1,0.97,19,0
0.19,0,360.92,145,1,0.94,22,0
0.36,1,1025.38,677,1,0.81,5,0
0.08,0,845.94,162,1,0.93,21,0
0.96,1,491.58,297,1,0.9,9,0
0.57,2,999.34,416,1,0.92,16,0
0.24,0,458.92,331,1,0.97,5,0
0.63,0,1061.31,432,1,0.87,10,0
0.01,0,256.09,679,1,0.8,24,0
0.7,0,719.54,534,1,0.84,21,0
2.23,0,1079.96,160,1,0.82,17,0
1.02,0,726.78,171,1,0.82,4,0
0.37,0,513.09,169,1,0.83,21,0
0.23,1,485.11,79,1,0.99,9,0
0.7,0,471.85,282,1,0.86,4,0
0.88,2,667.0,487,1,0.84,10,0
0.0,0,598.11,640,1,1.0,24,0
0.25,0,380.73,109,1,0.82,17,0
0.28,1,957.04,103,1,0.95,3,0
2.06,0,706.27,601,1,0.94,6,0
1.66,0,335.87,615,1,0.92,9,0
2.8,1,589.54,368,1,0.95,5,0
0.15,0,506.23,711,1,0.85,22,0
0.33,1,257.17,543,1,0.92,16,0
1.56,0,1050.09,448,1,0.8,15,0
0.21,1,307.99,329,1,0.84,12,0
0.46,0,300.41,247,1,0.98,16,0
0.87,1,437.93,205,1,0.79,17,0
2.05,0,790.54,70,0,0.91,5,0
0.02,0,561.62,247,1,0.87,21,0
0.71,0,261.27,364,1,1.0,15,0
0.14,1,847.32,133,1,0.98,3,0
0.12,1,971.23,710,1,0.89,22,0
0.07,1,868.21,608,1,0.78,3,0
1.62,0,352.39,211,1,0.81,3,0
1.93,0,371.84,146,1,0.94,19,0
0.5,0,878.39,71,1,0.95,5,0
3.25,0,747.01,339,1,0.9,9,0
0.47,0,745.61,375,1,0.95,15,0
0.09,1,336.7,328,1,0.87,11,0
1.17,2,603.21,552,1,0.94,17,0
0.22,0,1044.61,480,1,0.76,22,0
0.48,0,1035.54,106,1,0.79,20,0
0.49,0,398.68,369,1,0.79,16,0
0.67,0,486.79,302,1,0.85,5,0
1.57,0,514.28,135,1,0.9,17,0
0.15,0,323.64,607,1,0.97,17,0
0.13,0,1172.06,458,1,1.0,15,0
0.3,0,740.58,359,1,0.82,8,0
0.33,2,906.18,533,1,0.89,11,0
2.5,2,978.3,309,1,0.78,12,0
0.08,0,228.37,624,1,0.84,17,0
0.42,0,475.11,293,1,0.8,5,0
0.7,0,954.88,316,1,0.98,20,0
0.14,0,1039.87,657,0,0.92,10,0
0.11,0,864.89,708,1,0.93,12,0
0.92,0,691.93,596,1,0.98,12,0
0.35,1,461.43,482,1,0.86,13,0
0.91,0,403.47,702,1,0.97,17,0
0.02,0,844.96,568,1,0.84,6,0
1.17,0,660.09,627,1,0.89,5,0
0.54,0,322.8,325,1,0.8,23,0
0.33,0,425.37,170,1,0.87,17,0
1.04,0,279.75,464,1,0.95,4,0
1.01,1,466.43,397,1,0.79,3,0
0.27,0,990.87,81,1,0.84,14,0
1.24,0,1160.54,119,1,0.75,23,0
0.08,1,840.91,458,1,0.9,13,0
1.86,1,1136.42,633,1,0.99,14,0
1.02,0,354.53,140,1,0.78,24,0
0.43,0,249.1,534,1,0.99,3,0
1.24,0,759.86,384,1,0.79,14,0
0.04,0,863.59,263,1,0.95,9,0
0.4,1,739.7,122,1,0.97,17,0
0.08,0,1151.72,379,1,0.86,14,0
0.01,1,781.32,525,1,0.94,20,0
0.46,2,759.41,404,1,0.79,8,0
0.05,0,706.14,600,1,0.9,13,0
0.14,0,1060.6,317,1,0.94,24,0
0.04,0,1004.53,541,1,0.88,19,0
1.21,0,415.5,295,1,0.77,19,0
0.22,0,317.31,595,1,0.95,10,0
1.82,1,1013.74,636,1,0.87,19,0
1.06,0,789.96,347,1,0.82,18,0
0.03,0,750.72,406,1,0.92,7,0
1.59,0,483.51,389,1,0.99,3,0
0.42,0,620.87,352,1,0.79,5,0
1.49,1,232.66,560,1,0.9,14,0
1.03,0,1029.83,559,1,0.88,11,0
1.06,1,653.11,79,1,0.91,12,0
1.11,0,1195.78,719,1,0.96,24,0
0.09,0,993.44,625,1,0.95,16,0
0.61,1,275.17,621,1,0.87,3,0
1.17,0,1047.33,48,1,0.75,15,0
1.13,0,446.51,279,1,0.82,7,0
0.16,0,901.14,549,1,0.9,23,0
0.37,0,1153.92,528,1,0.89,21,0
0.77,0,1081.37,220,1,0.75,24,0
2.88,0,203.47,717,1,0.94,20,0
0.76,0,250.56,649,1,0.96,3,0
1.34,0,760.72,525,1,0.8,23,0
0.89,0,748.87,59,1,1.0,4,0
0.15,1,601.59,379,1,0.82,4,0
3.5,0,371.65,487,1,0.85,10,0
0.23,1,269.63,518,1,0.91,7,0
1.54,2,436.26,410,1,0.91,23,0
1.39,0,390.3,387,1,0.82,18,0
0.75,0,629.24,344,1,0.8,22,0
0.15,1,722.61,214,1,0.89,19,0
0.28,0,817.32,538,1,0.77,19,0
0.6,1,309.21,83,1,0.87,12,0
0.63,0,1112.67,354,1,0.92,13,0
0.84,0,434.68,134,1,0.81,12,0
2.77,2,533.1,517,1,0.87,7,0
1.98,1,667.99,369,1,0.78,15,0
0.54,0,640.38,246,1,0.84,9,0
0.24,0,1149.59,658,1,0.8,15,0
0.45,0,1186.83,506,1,0.91,4,0
0.67,0,632.85,362,1,0.98,19,0
0.9,0,409.26,352,1,0.92,22,0
0.92,1,1144.3,151,1,0.93,16,0
1.0,0,780.03,555,1,0.9,22,0
0.18,0,498.87,539,1,0.83,7,0
1.71,0,719.44,438,1,0.9,11,0
0.1,0,508.83,443,1,0.86,19,0
0.38,0,631.91,703,1,0.83,8,0
0.09,0,648.3,77,1,0.8,24,0
0.41,0,242.5,101,1,0.83,13,0
0.86,0,733.51,712,1,0.89,15,0
0.94,0,478.36,493,1,0.92,11,0
0.01,0,720.96,180,1,0.96,14,0
2.15,0,802.66,454,1,0.92,4,0
0.08,0,1038.67,116,1,0.92,4,0
0.59,0,841.17,75,1,0.8,17,0
0.89,2,373.78,123,1,0.76,4,0
1.96,1,363.32,240,1,0.91,9,0
0.06,1,446.36,351,1,0.86,7,0
0.28,1,461.82,603,1,0.9,9,0
0.29,0,1057.61,217,1,0.89,4,0
0.04,0,546.31,382,1,0.8,23,0
0.6,0,616.0,206,1,0.79,13,0
0.4,0,302.03,287,1,0.97,8,0
1.14,0,508.0,219,1,0.86,3,0
1.23,2,388.84,293,1,0.76,24,0
0.72,0,781.61,429,1,0.82,3,0
0.21,1,881.35,472,1,0.83,19,0
0.92,1,271.54,678,1,0.98,24,0
0.17,0,584.35,654,1,0.94,15,0
0.26,0,568.16,271,1,0.75,13,0
0.52,0,977.44,392,1,0.87,23,0
0.89,0,688.53,454,1,0.85,11,0
1.2,0,864.96,203,1,0.93,6,0
0.76,1,676.37,336,1,0.94,18,0
0.36,0,411.91,606,1,0.77,20,0
0.0,1,844.85,367,1,0.95,20,0
0.55,2,657.72,257,1,1.0,7,0
2.1,0,1047.72,598,1,0.98,23,0
0.7,2,250.56,696,1,0.82,5,0
0.86,0,813.35,214,1,0.78,23,0
1.51,0,366.48,240,1,0.91,14,0
1.03,0,265.96,506,1,0.97,18,0
0.67,0,548.48,312,1,0.85,21,0
0.89,1,661.09,78,1,0.92,13,0
1.23,0,1057.63,55,1,0.76,3,0
1.14,1,277.9,357,1,0.82,17,0
0.16,0,832.14,101,1,0.9,3,0
0.43,0,626.27,206,1,0.93,15,0
0.31,0,283.77,466,1,0.87,11,0
0.6,1,244.43,701,1,0.85,8,0
0.05,1,932.87,277,1,0.79,5,0
1.11,0,505.69,337,1,0.94,9,0
0.73,0,222.09,81,0,0.76,14,0
1.35,0,699.53,415,1,0.98,11,0
0.95,0,930.93,261,1,0.79,6,0
0.22,0,736.97,399,1,0.79,14,0
0.6,0,606.97,121,1,0.98,5,0
0.13,1,247.84,88,1,0.78,10,0
0.23,0,767.25,168,1,0.78,11,0
0.06,1,534.2,495,1,0.88,12,0
1.24,0,637.53,534,1,0.87,24,0
0.13,1,884.95,330,1,0.84,22,0
0.54,0,470.07,55,1,0.98,14,0
3.5,0,714.58,73,1,0.86,10,0
0.49,1,1172.96,510,1,0.89,9,0
0.12,1,971.67,245,1,0.87,22,0
2.86,0,483.63,109,1,0.98,8,0
0.25,0,757.72,517,1,0.9,8,0
0.63,1,1097.32,289,1,0.87,16,0
0.8,0,868.45,516,1,0.87,19,0
2.3,0,766.8,286,1,0.79,11,0
0.27,1,1141.51,184,1,0.83,15,0
0.34,0,863.23,552,1,0.88,17,0
0.17,0,995.83,111,1,0.87,23,0
2.0,1,1028.67,119,1,0.76,6,0
2.09,1,957.14,592,1,0.93,4,0
0.04,1,869.08,121,0,0.98,5,0
1.12,0,715.63,88,1,0.91,15,0
0.21,0,476.79,252,1,0.79,14,0
1.63,0,206.99,657,1,0.8,9,0
0.72,1,481.45,328,1,0.88,12,0
3.13,1,618.66,551,1,0.95,12,0
0.83,0,1022.19,411,1,0.92,16,0
0.11,0,779.76,618,1,0.98,5,0
0.68,0,601.98,480,1,0.95,15,0
1.07,1,309.85,441,1,1.0,21,0
0.3,1,1121.41,78,1,0.86,16,0
0.26,1,786.94,514,1,0.77,9,0
1.27,1,759.84,428,1,0.78,13,0
0.4,0,247.72,565,1,0.89,10,0
0.11,0,595.34,669,1,0.98,8,0
0.5,0,437.54,660,1,0.93,21,0
0.43,0,383.62,416,1,0.79,22,0
0.02,0,882.57,387,1,0.83,5,0
0.14,1,228.44,227,1,0.78,8,0
0.47,0,1061.7,127,1,0.87,15,0
1.89,0,281.86,512,1,0.99,5,0
0.22,0,1154.1,373,1,0.84,5,0
2.15,0,1108.71,382,1,0.82,15,0
0.36,0,682.45,473,1,0.85,12,0
0.04,0,558.55,572,1,0.88,11,0
0.1,0,1199.89,519,1,0.94,9,0
0.8,0,836.47,82,1,0.87,19,0
0.37,2,578.55,428,1,0.99,13,0
0.5,0,1069.86,526,1,0.96,13,0
1.91,0,1175.37,509,1,0.82,16,0
0.15,0,850.11,465,1,0.97,14,0
0.15,0,762.6,515,1,0.81,22,0
1.26,0,564.67,567,1,0.86,24,0
0.08,1,909.11,98,1,0.87,20,0
0.74,0,1180.89,456,1,0.79,11,0
1.37,0,451.66,250,1,0.77,17,0
0.37,1,600.06,128,1,0.96,5,0
0.03,0,469.83,515,1,0.83,17,0
1.01,0,874.12,112,1,0.98,24,0
0.48,1,257.4,274,1,0.86,16,0
0.52,2,1124.49,127,1,0.89,9,0
0.53,0,465.16,713,1,0.95,23,0
0.53,0,233.54,687,1,0.99,17,0
0.25,0,617.04,260,1,0.97,14,0
0.01,0,1086.44,197,1,0.99,20,0
0.8,1,795.9,67,1,0.78,10,0
0.02,0,1055.33,109,1,0.91,4,0
0.85,0,775.38,190,1,0.94,5,0
3.5,0,351.56,563,1,0.9,15,0
0.49,0,966.26,451,1,0.79,14,0
0.37,0,423.98,461,1,0.81,12,0
0.39,0,1198.31,209,1,0.85,14,0
0.33,0,668.32,545,1,0.84,23,0
1.13,0,1122.17,368,1,0.91,12,0
0.54,0,971.24,549,1,0.92,12,0
0.41,0,468.0,221,1,0.81,22,0
1.19,0,291.51,209,1,0.85,21,0
0.69,0,935.27,258,1,0.97,16,0
2.19,0,481.83,455,1,0.85,17,0
0.55,0,609.89,619,1,0.86,8,0
1.47,0,509.71,277,1,0.81,14,0
0.99,0,1031.45,139,1,0.98,22,0
2.22,0,1042.72,208,1,0.91,15,0
0.43,0,201.82,341,1,0.82,24,0
1.18,0,644.09,711,1,0.88,9,0
0.86,0,838.88,444,1,0.79,11,0
0.02,1,303.48,457,1,0.81,10,0
0.94,0,672.14,438,1,0.78,4,0
0.36,0,379.44,221,1,0.97,21,0
0.31,0,950.58,322,1,0.78,7,0
2.8,0,542.1,94,1,0.96,14,0
0.5,0,650.04,346,1,0.99,14,0
0.7,0,856.48,90,1,0.91,19,0
0.16,0,247.83,288,1,0.99,24,0
0.15,0,898.36,461,1,0.77,17,0
0.81,0,752.19,334,1,0.85,18,0
0.1,0,770.59,328,1,0.88,8,0
0.8,0,1147.9,123,1,0.78,18,0
1.61,1,318.54,140,1,0.84,14,0
0.91,0,829.35,529,1,0.95,11,0
0.5,0,862.98,273,1,0.89,24,0
0.28,0,280.48,322,1,0.85,6,0
1.66,0,763.74,715,1,0.96,7,0
0.48,1,678.68,84,1,0.93,21,0
0.49,0,256.37,103,1,0.82,22,0
0.6,1,1180.9,661,1,0.76,17,0
0.5,1,217.66,436,1,0.82,17,0
0.14,0,1007.56,457,1,0.81,17,0
0.4,0,1086.03,391,1,0.91,18,0
1.47,0,732.83,685,1,0.92,21,0
0.82,0,522.17,60,1,0.76,14,0
0.03,0,337.09,550,1,0.85,12,0
0.18,0,785.52,422,1,0.92,4,0
0.14,0,737.13,515,1,0.83,15,0
0.02,0,499.17,250,1,0.88,19,0
1.59,0,852.79,385,1,0.98,6,0
0.33,1,526.1,365,1,0.91,22,0
0.5,0,1117.8,637,1,0.94,8,0
0.6,0,1089.62,154,1,0.92,24,0
0.41,0,622.02,364,1,0.9,18,0
0.38,0,401.36,84,1,0.98,14,0
2.36,0,1078.76,286,1,0.97,14,0
0.07,0,556.38,386,1,0.9,22,0
0.63,0,369.66,492,1,0.98,19,0
1.18,0,672.69,228,1,0.84,4,0
0.53,2,1107.54,517,1,0.8,6,0
1.42,1,385.0,138,1,0.85,20,0
3.13,0,474.5,672,1,0.99,10,0
0.53,2,531.03,279,1,0.86,8,0
0.32,0,976.8,423,1,0.98,9,0
0.08,0,360.88,313,1,0.81,11,0
1.99,0,1174.46,68,1,0.88,21,0
1.07,0,617.91,659,1,0.95,5,0
0.58,1,1102.54,620,1,0.99,6,0
0.23,0,1023.41,267,1,0.88,14,0
0.17,0,809.38,674,1,0.75,11,0
0.9,0,223.55,326,1,0.77,13,0
0.11,1,790.93,606,1,0.93,3,0
1.14,1,820.62,502,1,0.97,21,0
1.65,0,391.56,648,1,0.89,10,0
1.38,0,728.34,665,1,0.8,5,0
0.19,0,882.26,190,1,0.77,14,0
1.14,0,1137.04,148,1,0.94,20,0
1.05,0,1058.73,433,1,0.75,22,0
0.06,0,1159.98,645,1,0.82,20,0
0.14,0,267.09,199,1,0.8,4,0
0.32,0,381.87,614,1,0.94,22,0
0.23,1,718.61,376,1,0.97,9,0
0.52,1,359.83,416,1,0.93,9,0
0.13,0,576.37,417,1,0.8,12,0
0.19,0,339.62,216,1,0.99,10,0
0.03,0,888.27,145,1,0.76,10,0
0.4,0,672.21,481,1,1.0,14,0
0.02,1,413.46,359,1,1.0,21,0
0.6,0,597.44,627,1,0.82,15,0
0.28,1,1006.78,359,1,0.82,22,0
0.45,1,505.51,430,1,0.83,20,0
2.04,0,547.5,567,1,1.0,12,0
0.51,2,249.17,706,1,0.88,10,0
0.61,0,756.84,502,1,0.8,18,0
0.13,0,854.67,249,1,0.92,12,0
0.61,0,505.84,594,1,0.94,12,0
0.55,1,1058.14,311,1,0.88,15,0
0.91,0,814.18,203,1,0.98,20,0
1.04,0,715.94,634,1,0.99,22,0
0.27,0,873.23,82,1,0.98,12,0
0.91,0,233.16,252,1,0.94,5,0
2.03,0,1165.24,53,1,0.83,24,0
0.13,0,630.53,703,1,0.91,6,0
3.02,0,547.22,125,1,0.83,10,0
0.25,0,640.98,464,1,0.95,3,0
0.63,0,924.79,690,1,0.92,22,0
0.82,0,348.24,495,1,0.94,15,0
0.42,1,791.37,343,1,0.9,4,0
1.85,1,780.56,605,1,0.99,15,0
0.23,1,672.01,385,1,0.96,6,0
1.0,0,763.33,351,1,0.92,15,0
0.29,0,740.14,389,1,0.78,17,0
0.73,2,955.51,134,1,0.94,8,0
0.96,0,613.77,133,1,0.96,16,0
0.39,0,1184.21,172,1,0.81,20,0
1.58,0,1008.44,261,1,0.87,12,0
0.88,0,317.35,129,1,0.88,10,0
0.04,0,725.06,668,1,0.96,3,0
0.94,0,394.2,183,1,0.75,19,0
0.05,0,1093.97,325,1,0.87,10,0
0.1,1,847.89,561,1,0.87,19,0
0.11,0,1186.16,57,1,0.97,13,0
1.06,1,549.7,667,1,0.84,17,0
0.85,0,653.02,387,1,0.95,10,0
1.21,2,1169.13,695,1,0.99,9,0
1.58,0,306.72,83,1,0.8,15,0
0.15,0,276.59,426,1,0.88,11,0
0.45,0,584.47,501,1,0.96,21,0
0.04,0,1046.94,467,1,0.78,17,0
0.15,0,443.2,107,1,0.98,7,0
0.19,0,954.36,357,1,0.91,22,0
0.41,0,268.13,399,1,0.91,14,0
0.14,0,802.14,637,1,0.95,11,0
0.56,0,453.54,700,1,0.81,6,0
0.02,0,755.25,376,1,0.95,15,0
0.81,0,1049.31,522,1,0.96,24,0
2.07,0,842.41,164,1,0.95,18,0
0.64,0,691.52,651,1,0.77,14,0
2.51,0,538.11,711,1,0.78,21,0
0.23,0,219.43,92,1,0.86,17,0
0.32,0,1149.97,698,1,0.86,13,0
1.27,1,568.11,587,1,0.97,5,0
2.58,0,728.73,267,1,0.96,8,0
0.79,0,324.86,223,1,0.77,14,0
2.28,0,615.97,644,1,0.95,4,0
0.43,0,915.31,274,1,0.97,9,0
0.49,0,569.04,403,1,0.88,24,0
1.67,0,843.61,91,1,0.95,7,0
1.31,0,389.92,487,1,0.97,19,0
0.75,1,1130.33,590,1,0.88,12,0
1.07,0,938.53,668,1,0.8,13,0
0.03,0,397.16,530,1,0.86,9,0
0.26,1,760.6,550,1,0.86,15,0
1.37,0,814.21,225,1,0.91,23,0
0.55,0,523.74,342,1,0.79,4,0
0.16,1,804.4,306,1,0.81,5,0
1.13,0,583.73,307,1,0.81,18,0
0.3,0,347.82,555,1,0.77,7,0
1.01,0,649.81,168,1,0.88,19,0
3.5,0,533.95,584,1,0.91,14,0
0.12,0,866.73,165,1,0.76,5,0
0.67,0,413.99,327,1,0.88,4,0
2.32,0,633.64,195,1,0.78,15,0
1.91,0,428.48,59,1,0.86,14,0
2.06,0,693.94,298,1,0.77,10,0
0.71,0,478.28,218,1,0.8,22,0
0.13,0,793.4,266,0,0.94,7,0
0.08,0,578.0,561,1,0.97,7,0
1.21,1,631.46,205,1,0.91,8,0
0.39,0,283.43,704,1,0.78,15,0
1.81,1,609.65,544,1,0.84,13,0
0.11,0,370.7,568,1,0.94,19,0
0.14,2,855.67,485,1,0.91,15,0
1.38,0,1142.32,206,1,0.91,17,0
1.03,1,321.38,636,1,0.91,23,0
0.41,0,243.46,246,1,0.92,8,0
0.09,0,678.92,159,1,0.86,24,0
0.0,0,1034.55,563,1,0.91,23,0
2.76,1,1172.21,72,1,0.92,13,0
0.34,2,297.76,433,1,0.9,11,0
1.3,0,998.69,624,1,0.92,11,0
0.0,0,1176.5,188,1,0.94,10,0
0.3,0,372.81,680,1,0.98,3,0
1.03,0,402.8,519,1,0.77,24,0
1.88,0,302.67,152,1,0.76,4,0
0.23,1,730.7,416,1,0.83,3,0
1.42,0,266.88,208,1,0.92,16,0
3.44,0,438.17,521,1,0.88,18,0
0.56,0,303.7,425,1,0.99,3,0
2.01,0,344.38,297,1,0.76,7,0
2.96,0,1060.31,164,1,0.86,9,0
0.22,0,1046.3,333,1,0.93,4,0
1.44,0,1101.68,249,1,0.91,18,0
0.56,0,760.75,402,1,0.82,13,0
0.87,0,271.15,571,1,0.76,4,0
0.93,0,459.99,81,1,0.89,22,0
0.23,0,554.51,497,1,0.99,19,0
0.52,0,1050.63,290,1,0.83,23,0
0.13,0,922.22,257,1,0.99,14,0
0.27,0,672.76,225,1,0.89,15,0
1.07,1,405.76,255,1,0.83,15,0
1.3,0,628.54,380,1,0.92,12,0
0.71,0,1098.65,97,1,0.84,7,0
0.13,0,685.55,115,1,0.89,3,0
1.43,0,599.25,633,1,0.89,4,0
0.18,0,293.09,110,1,0.92,7,0
0.93,0,912.86,108,1,0.79,20,0
0.14,0,1034.93,484,1,0.87,3,0
2.53,0,253.56,66,1,0.87,5,0
0.57,1,276.0,53,1,0.84,17,0
0.34,0,646.21,335,1,0.88,12,0
0.41,0,665.85,569,1,0.96,11,0
0.79,0,408.5,48,1,0.79,9,0
0.28,0,736.89,186,1,0.8,13,0
0.23,0,253.79,160,1,0.87,9,0
0.42,0,455.92,612,1,0.86,20,0
0.44,2,291.24,116,1,0.96,14,0
0.04,1,598.99,357,1,0.91,19,0
1.0,0,1088.88,463,1,0.8,4,0
2.35,1,341.65,557,1,0.98,7,0
0.49,0,440.33,470,1,0.92,21,0
1.0,0,793.53,102,1,0.99,5,0
0.5,0,917.03,246,1,0.83,21,0
0.53,0,334.23,448,1,0.94,5,0
0.31,1,678.08,426,1,0.8,9,0
0.81,0,320.69,655,1,0.97,9,0
0.43,0,606.97,199,1,0.86,4,0
0.06,0,346.32,220,1,0.88,17,0
0.93,0,930.17,530,1,0.86,23,0
0.39,0,730.62,292,1,0.93,14,0
0.9,0,250.03,301,1,0.92,11,0
0.28,0,901.25,529,1,1.0,24,0
0.52,1,755.26,389,1,0.85,11,0
1.63,1,598.01,83,0,0.95,11,0
0.42,1,540.62,524,1,0.87,15,0
0.11,0,953.13,496,1,0.86,17,0
0.53,1,819.58,518,1,0.95,6,0
0.09,0,576.48,503,1,0.83,8,0
0.36,0,861.57,510,1,0.96,24,0
1.89,1,804.8,62,1,0.87,16,0
1.31,0,650.71,93,1,0.77,7,0
1.22,2,843.89,597,1,0.81,18,0
0.33,0,930.43,630,1,0.78,5,0
0.49,0,845.29,111,1,0.78,8,0
1.28,0,854.82,404,1,0.81,21,0
0.31,1,791.03,261,1,0.85,18,0
0.12,0,949.46,283,1,0.86,10,0
0.36,1,658.27,611,1,0.75,8,0
0.86,0,1083.69,718,1,0.78,17,0
0.89,1,842.1,193,1,0.79,4,0
0.99,1,898.32,50,1,0.89,16,0
1.39,0,868.87,322,1,0.93,23,0
1.93,0,1094.16,330,1,0.75,6,0
1.13,0,1167.93,668,1,0.96,3,0
0.28,0,386.38,178,1,0.77,3,0
2.02,0,1022.6,625,1,0.92,10,0
0.01,0,259.08,692,1,0.87,19,0
0.76,0,281.28,712,1,0.94,17,0
0.08,1,368.92,99,1,0.78,14,0
0.2,0,949.2,84,1,0.88,22,0
0.12,0,547.93,515,1,0.81,24,0
0.66,0,783.27,247,1,0.91,18,0
0.95,0,201.39,396,1,0.83,15,0
0.0,2,954.68,322,1,0.9,17,0
0.43,0,832.86,718,1,0.89,22,0
0.12,2,504.15,140,1,0.95,23,0
0.95,0,573.63,442,1,0.93,3,0
0.21,0,219.89,485,1,0.86,21,0
0.16,0,221.64,51,1,0.82,23,0
0.26,0,484.95,465,1,0.89,20,0
0.79,2,637.72,119,1,0.84,12,0
0.91,0,446.45,229,1,0.91,16,0
0.36,0,1182.14,384,1,0.91,7,0
0.46,1,968.3,521,1,0.95,4,0
1.05,0,995.37,653,1,0.93,4,0
1.88,0,459.99,651,1,0.75,16,0
1.84,0,335.76,277,1,0.85,6,0
0.69,0,1049.72,523,1,0.91,14,0
2.98,1,418.6,283,1,0.9,24,0
0.36,0,992.51,507,1,0.82,12,0
1.56,0,658.2,608,1,0.83,15,0
0.03,1,324.57,701,1,0.8,21,0
0.2,0,884.79,490,1,0.82,7,0
0.31,0,1117.47,78,1,0.97,13,0
1.7,1,302.65,387,1,0.79,5,0
0.1,1,882.17,90,1,0.91,16,0
0.01,0,935.43,118,1,0.84,23,0
1.1,0,527.53,354,1,0.8,19,0
0.23,0,932.78,74,1,0.78,24,0
0.0,0,506.38,281,1,0.81,24,0
0.53,0,264.69,547,1,0.98,5,0
0.77,0,654.2,503,1,0.79,12,0
0.61,1,710.13,692,1,0.92,7,0
0.48,0,312.85,397,1,0.75,6,0
0.1,0,728.54,509,1,0.8,17,0
1.2,1,537.89,641,1,0.91,23,0
1.0,0,1029.55,251,1,0.87,8,0
1.31,0,308.76,536,1,1.0,8,0
0.06,0,949.29,428,1,0.88,12,0
0.01,1,478.24,70,1,0.95,9,0
0.57,0,332.59,210,1,0.79,23,0
0.07,0,665.52,167,1,0.95,20,0
0.66,0,266.52,88,1,0.82,21,0
0.11,0,678.0,585,1,0.91,7,0
0.81,0,688.33,639,1,1.0,6,0
0.07,0,1039.54,261,1,0.77,20,0
0.41,0,1145.33,329,1,0.87,24,0
0.11,0,528.47,618,1,0.91,18,0
0.21,0,388.17,679,1,0.87,19,0
0.55,0,683.3,148,1,0.92,5,0
0.27,0,1080.11,513,1,0.79,10,0
0.2,1,784.18,57,0,0.91,4,0
1.77,0,782.45,424,1,0.78,15,0
2.62,0,726.4,706,1,1.0,7,0
1.35,0,1004.99,667,1,0.86,12,0
0.72,0,502.05,592,1,0.8,23,0
0.85,0,767.53,425,1,0.83,12,0
0.85,1,474.21,479,1,0.97,12,0
0.3,0,943.91,314,1,0.88,16,0
1.64,0,384.65,208,1,0.87,11,0
0.04,0,1045.32,312,1,0.94,11,0
0.58,0,395.94,86,1,0.9,8,0
0.47,0,827.08,164,1,0.76,14,0
0.79,0,438.52,261,1,0.77,22,0
1.12,1,1042.6,97,1,0.75,10,0
0.44,0,295.35,75,1,0.87,11,0
1.39,0,238.38,146,1,0.76,4,0
0.98,1,200.87,374,1,0.93,6,0
0.31,0,1165.8,552,1,0.84,11,0
1.27,0,378.0,612,1,0.89,18,0
0.77,0,834.01,310,1,0.97,24,0
0.81,0,322.0,179,1,1.0,18,0
1.8,0,510.38,277,1,0.93,7,0
0.19,0,1000.77,172,1,0.95,11,0
0.46,1,570.63,618,1,0.85,3,0
0.27,0,846.46,269,1,0.9,19,0
1.56,0,853.43,623,1,0.86,21,0
1.04,2,266.56,454,1,0.91,13,0
0.29,1,957.92,168,1,0.95,10,0
1.09,0,212.75,679,1,0.8,12,0
0.8,0,869.72,498,1,0.77,6,0
1.34,0,262.82,355,1,0.96,13,0
1.02,1,486.42,426,1,0.82,18,0
1.34,0,390.79,295,1,0.8,18,0
0.37,0,1159.3,301,1,0.97,8,0
0.2,0,661.74,281,1,0.82,10,0
0.42,0,1094.98,299,1,0.96,14,0
