rainfall,aqi,temperature,civic_event,label
1.42,57.21,41.67,0,1
18.85,100.01,22.3,0,3
28.5,234.76,27.73,1,4
2.56,56.72,25.74,0,0
28.81,451.33,25.55,0,4
11.24,170.4,33.12,0,2
3.18,98.95,26.29,1,3
18.63,128.24,26.23,1,4
1.33,37.32,25.33,0,0
1.49,77.32,30.54,0,0
23.08,418.63,24.26,0,4
1.4,173.0,29.51,0,1
0.7,28.13,29.95,0,0
2.11,91.05,26.47,0,0
1.77,71.63,29.08,0,0
12.66,239.2,33.14,0,2
6.22,62.51,33.75,0,1
7.07,50.99,28.31,0,1
26.43,172.82,29.7,1,4
12.13,186.6,30.02,0,2
1.6,59.72,26.94,0,0
33.54,418.77,27.46,0,4
26.23,376.81,26.69,0,4
10.47,195.55,33.02,0,2
2.76,39.78,32.94,0,0
7.8,185.06,33.88,0,2
1.21,39.01,30.26,0,0
1.04,38.08,32.42,0,0
0.54,211.41,29.15,0,1
9.06,55.59,25.92,0,1
12.68,188.49,36.07,0,2
8.46,98.53,25.11,0,1
6.45,90.05,31.72,0,1
2.3,68.5,34.82,0,0
0.61,95.11,42.42,0,1
0.85,16.49,25.83,0,0
12.32,224.33,37.28,0,2
2.59,76.85,28.99,0,0
26.37,119.18,32.08,1,4
0.31,19.69,32.53,0,0
1.81,27.28,27.75,0,0
2.58,60.88,33.58,0,0
1.45,24.37,41.68,0,1
20.09,93.16,20.98,0,3
1.29,30.52,25.35,0,0
8.96,210.98,33.96,0,2
12.26,175.8,37.55,0,2
0.0,327.42,27.03,0,3
7.63,234.53,32.04,0,2
0.0,334.63,21.17,0,3
3.23,63.76,31.22,1,3
1.5,205.5,34.22,0,1
0.0,349.49,28.83,0,3
3.0,32.01,25.17,0,0
8.13,231.1,30.88,0,2
32.64,424.09,24.51,0,4
2.7,15.32,31.71,0,0
0.57,52.07,24.57,0,0
20.12,124.76,22.26,0,3
28.63,35.91,22.29,0,3
0.36,15.54,27.23,0,0
11.51,212.08,37.1,0,2
37.64,399.78,24.52,0,4
2.74,62.44,26.11,0,0
1.98,64.67,24.44,0,0
2.03,40.3,28.62,0,0
0.22,48.0,31.52,0,0
2.26,71.91,28.6,0,0
18.63,197.05,30.24,1,4
28.54,206.15,26.28,1,4
8.77,175.1,36.07,0,2
44.32,444.48,27.47,0,4
0.0,117.83,42.77,0,1
6.93,82.42,29.71,0,1
1.9,32.8,28.35,0,0
2.28,42.27,27.74,0,0
11.62,191.98,30.57,0,2
18.02,216.66,33.28,1,4
1.48,73.49,27.29,0,0
0.0,389.79,29.01,0,3
0.84,213.58,28.2,0,1
11.33,46.12,27.34,0,1
0.86,21.99,23.73,0,0
0.02,19.01,31.08,0,0
0.89,43.79,41.31,0,1
1.04,17.16,22.84,0,0
11.38,167.95,33.46,0,2
1.05,36.49,41.44,0,1
0.04,90.59,25.49,0,0
1.27,84.33,27.17,0,0
1.63,63.82,31.87,0,0
11.94,160.36,30.02,0,2
27.97,189.42,29.35,1,4
0.84,78.62,27.57,0,0
2.44,37.58,22.84,0,0
1.73,181.51,34.27,0,1
13.21,167.11,30.32,0,2
2.48,49.73,33.5,0,0
0.12,79.71,30.14,0,0
2.54,85.05,26.22,0,0
29.0,60.28,25.56,0,3
8.4,181.21,32.49,0,2
2.56,79.38,32.5,0,0
0.0,349.45,21.47,0,3
0.0,331.32,24.3,0,3
0.86,39.1,31.89,0,0
0.94,162.33,28.54,0,1
2.47,77.5,33.66,0,0
1.6,16.72,32.73,0,0
0.21,42.6,25.73,0,0
7.89,204.46,36.35,0,2
13.55,160.05,32.83,0,2
0.1,84.47,30.96,0,0
8.99,91.57,28.01,0,1
7.72,225.32,37.37,0,2
0.76,161.76,31.83,0,1
1.7,65.79,29.6,0,0
0.23,92.16,29.04,0,0
2.32,93.34,27.25,0,0
2.08,92.14,34.75,0,0
0.0,68.76,42.75,0,1
2.29,41.45,26.04,0,0
22.04,369.27,25.06,0,4
11.3,237.26,34.91,0,2
1.47,86.08,26.24,0,0
12.5,234.72,33.21,0,2
1.52,99.46,33.73,0,0
0.59,55.54,24.16,0,0
7.26,177.98,30.15,0,2
0.16,72.25,29.41,0,0
0.62,39.75,32.38,0,0
0.37,58.18,33.24,0,0
0.32,56.79,31.52,0,0
0.08,44.05,42.84,0,1
1.84,92.13,28.35,0,0
0.42,98.35,24.3,0,0
1.89,197.99,26.05,0,1
10.7,99.8,32.63,0,1
11.9,193.86,32.52,0,2
1.11,33.79,42.46,0,1
0.34,209.5,34.07,0,1
26.68,55.85,25.72,0,3
0.89,22.9,27.87,0,0
1.08,98.4,25.17,0,0
10.13,186.78,31.63,0,2
8.04,97.27,31.39,0,1
0.63,57.37,41.6,0,1
26.25,99.92,25.7,1,4
1.05,79.32,42.76,0,1
0.7,83.25,42.54,0,1
18.84,117.55,26.25,0,3
1.1,61.08,27.91,0,0
2.16,19.63,28.13,0,0
0.25,54.52,24.23,0,0
1.52,97.77,30.9,0,0
1.15,49.52,24.0,0,0
0.45,59.34,30.76,0,0
0.25,219.19,29.67,0,1
2.83,54.83,26.52,0,0
0.8,98.23,25.95,0,0
24.87,433.65,20.21,0,4
25.76,120.76,33.35,1,4
0.0,332.97,22.71,0,3
1.59,89.71,34.0,0,0
27.03,347.33,23.19,0,4
0.96,46.75,25.32,0,0
1.57,88.53,26.36,0,0
0.86,88.26,28.86,0,0
2.13,28.12,22.78,0,0
0.5,66.42,28.3,0,0
10.58,193.52,34.21,0,2
0.11,72.86,34.51,0,0
1.27,18.89,33.57,0,0
29.55,177.48,26.76,1,4
11.14,194.92,31.18,0,2
10.11,206.29,32.52,0,2
1.08,87.43,24.07,0,0
0.17,62.61,41.65,0,1
1.35,25.63,24.35,0,0
9.31,54.15,28.65,0,1
0.76,29.99,33.07,0,0
8.6,48.71,33.74,0,1
1.6,32.87,26.79,0,0
0.11,50.4,32.26,0,0
28.01,96.61,32.04,1,4
2.2,69.63,30.98,0,0
1.6,185.2,32.41,0,1
9.1,89.26,33.55,0,1
1.29,91.48,41.01,0,1
2.7,72.41,28.1,0,0
2.69,85.7,22.16,0,0
1.54,24.74,25.57,0,0
0.0,64.8,42.1,0,1
17.68,93.02,25.97,0,3
3.9,84.25,34.37,1,3
0.97,45.8,33.5,0,0
2.01,54.94,34.24,0,0
1.29,25.59,29.52,0,0
0.18,87.24,26.88,0,0
6.11,42.61,34.4,0,1
1.08,18.75,25.29,0,0
2.15,57.99,24.09,0,0
11.28,181.48,31.79,0,2
30.37,330.54,24.25,0,4
12.19,201.81,36.5,0,2
8.36,192.13,31.14,0,2
2.14,60.09,29.81,0,0
8.94,192.11,34.85,0,2
2.5,44.19,30.56,0,0
21.53,126.5,25.48,1,4
0.59,33.82,42.43,0,1
1.8,50.52,26.34,0,0
1.74,164.38,25.3,0,1
0.52,78.22,26.59,0,0
1.08,33.66,25.9,0,0
0.47,79.09,41.75,0,1
0.75,21.75,34.13,0,0
0.87,193.98,30.1,0,1
0.98,202.97,31.81,0,1
36.29,449.91,27.43,0,4
11.85,212.46,32.07,0,2
23.06,179.25,28.25,1,4
0.04,15.18,33.79,0,0
0.1,32.48,31.66,0,0
11.53,206.0,31.61,0,2
1.43,64.51,24.58,0,0
9.16,212.82,34.11,0,2
8.67,89.46,29.76,0,1
9.77,216.04,31.86,0,2
3.29,73.52,29.51,1,3
28.22,100.16,31.42,1,4
0.56,30.68,33.32,0,0
20.56,53.72,26.79,0,3
2.47,27.73,33.85,0,0
8.72,53.46,26.82,0,1
3.34,58.49,25.41,1,3
0.69,15.62,27.57,0,0
11.97,210.94,32.37,0,2
11.04,228.89,33.82,0,2
1.9,27.82,34.52,0,0
12.29,214.34,30.78,0,2
1.78,35.11,42.92,0,1
8.38,197.04,35.59,0,2
2.34,95.55,23.06,0,0
0.0,414.37,23.67,0,3
8.16,196.83,36.97,0,2
0.32,59.43,27.71,0,0
2.72,66.14,26.51,0,0
19.55,160.43,34.01,1,4
1.27,36.82,24.81,0,0
2.21,22.71,28.91,0,0
2.95,75.3,30.2,0,0
1.58,57.8,26.66,0,0
1.1,66.77,28.34,0,0
9.29,22.89,26.5,0,1
1.9,63.22,32.37,0,0
0.48,66.12,41.96,0,1
1.92,87.91,26.39,0,0
0.3,200.13,31.91,0,1
0.95,22.42,30.86,0,0
0.79,21.66,28.29,0,0
2.54,17.24,22.8,0,0
11.35,26.69,27.88,0,1
1.06,186.87,30.88,0,1
25.49,327.43,24.44,0,4
7.07,201.98,37.06,0,2
0.95,216.59,28.75,0,1
1.55,64.8,28.99,0,0
0.0,68.01,42.57,0,1
13.31,169.77,30.07,0,2
2.97,80.31,29.99,0,0
1.25,75.8,33.65,0,0
3.0,26.88,27.03,0,0
0.0,99.19,44.3,0,1
0.0,335.82,26.94,0,3
9.07,84.89,34.02,0,1
12.21,206.98,33.77,0,2
27.86,394.58,24.17,0,4
2.0,70.19,34.54,0,0
0.09,26.32,27.49,0,0
0.65,88.9,26.21,0,0
2.05,43.9,29.21,0,0
1.43,86.73,42.57,0,1
2.8,91.41,25.47,0,0
2.68,78.31,26.04,0,0
0.97,88.21,25.12,0,0
12.84,190.99,30.49,0,2
7.14,226.47,32.89,0,2
3.24,92.99,33.8,1,3
2.72,20.71,25.74,0,0
0.44,29.59,28.24,0,0
13.29,205.35,31.26,0,2
1.48,80.06,30.06,0,0
0.82,193.02,30.98,0,1
0.6,95.73,28.61,0,0
9.16,206.83,32.85,0,2
1.23,54.09,26.3,0,0
1.87,47.36,24.62,0,0
12.07,230.95,34.44,0,2
2.59,38.83,30.52,0,0
1.89,86.47,29.02,0,0
1.5,200.39,25.57,0,1
1.08,71.02,41.64,0,1
0.83,43.6,28.24,0,0
1.56,31.67,24.39,0,0
1.42,44.05,29.5,0,0
0.53,88.34,24.61,0,0
22.5,130.4,33.87,1,4
1.77,85.35,24.98,0,0
1.48,73.11,31.35,0,0
0.24,49.27,23.59,0,0
0.91,81.06,31.99,0,0
1.37,72.03,41.06,0,1
0.14,117.54,32.44,1,3
11.3,180.62,37.09,0,2
20.7,424.25,22.88,0,4
1.18,82.2,42.97,0,1
0.47,46.1,22.25,0,0
2.74,31.52,28.21,0,0
1.76,183.48,32.62,0,1
2.59,46.91,24.42,0,0
0.25,162.81,34.68,0,1
2.33,93.21,24.65,0,0
0.0,68.45,42.01,0,1
1.3,34.83,28.73,0,0
1.27,25.99,24.13,0,0
1.86,45.85,41.66,0,1
21.11,70.6,25.32,0,3
1.13,82.82,32.33,0,0
0.36,188.39,27.74,0,1
11.4,190.21,34.28,0,2
0.44,81.37,33.68,0,0
21.6,157.72,34.29,1,4
2.41,16.52,33.38,0,0
9.92,77.14,26.37,0,1
8.69,28.0,29.5,0,1
2.2,91.46,24.2,0,0
8.02,194.7,35.0,0,2
0.77,176.88,32.29,0,1
9.3,209.84,31.43,0,2
8.97,173.68,37.52,0,2
1.93,83.78,30.92,0,0
0.35,26.04,42.78,0,1
8.54,217.96,35.76,0,2
13.25,172.16,37.65,0,2
44.26,388.0,21.54,0,4
0.92,46.88,42.48,0,1
13.78,203.94,37.74,0,2
2.59,44.83,32.53,0,0
30.9,369.15,22.07,0,4
0.99,73.3,22.76,0,0
0.33,49.38,23.21,0,0
13.5,175.39,32.0,0,2
0.56,41.48,25.66,0,0
1.57,76.84,33.5,0,0
1.29,181.37,29.65,0,1
2.88,74.67,27.1,0,0
0.53,55.61,28.08,0,0
2.56,98.23,26.61,0,0
2.31,53.23,24.83,0,0
0.84,15.11,34.24,0,0
0.25,29.02,26.2,0,0
0.66,167.97,30.39,0,1
2.04,17.76,28.64,0,0
2.85,75.4,31.82,0,0
11.66,171.04,37.98,0,2
13.28,200.3,32.29,0,2
1.2,16.36,30.77,0,0
7.29,179.68,35.32,0,2
2.8,24.57,34.07,0,0
0.27,92.38,34.36,1,3
1.18,64.99,23.21,0,0
22.68,400.9,26.76,0,4
1.39,180.73,28.24,0,1
2.33,41.21,22.18,0,0
0.83,92.27,28.21,0,0
2.94,35.97,31.92,0,0
0.86,52.18,41.64,0,1
0.0,348.97,22.76,0,3
0.36,20.54,29.04,0,0
1.72,37.06,42.58,0,1
0.39,205.34,26.93,0,1
2.98,53.06,24.21,0,0
0.0,399.37,26.91,0,3
1.33,43.09,41.09,0,1
8.79,182.44,33.6,0,2
13.47,177.3,37.06,0,2
6.4,79.06,33.5,0,1
8.94,178.07,34.52,0,2
1.14,68.44,25.7,0,0
1.08,54.14,30.77,0,0
11.66,162.09,37.17,0,2
9.63,22.93,27.11,0,1
0.98,81.08,33.8,0,0
0.77,17.16,33.2,0,0
2.31,17.83,27.18,0,0
0.99,63.47,27.09,0,0
0.57,50.23,31.63,0,0
2.57,29.12,33.01,0,0
6.24,50.42,29.61,0,1
3.83,115.08,27.74,1,3
2.22,94.95,23.73,0,0
2.51,56.82,32.95,0,0
2.33,48.12,31.01,0,0
2.08,74.68,27.45,0,0
18.24,135.99,26.33,1,4
9.81,238.9,35.23,0,2
29.88,97.92,21.34,0,3
2.77,89.86,26.1,0,0
23.36,249.56,33.7,1,4
0.89,67.17,29.75,1,3
7.84,213.4,30.79,0,2
0.12,61.29,27.67,0,0
1.58,57.66,28.16,0,0
2.69,67.7,23.65,0,0
2.29,80.99,31.43,0,0
11.19,183.1,32.86,0,2
0.6,164.95,30.63,0,1
9.26,51.72,25.05,0,1
1.84,93.74,42.61,0,1
0.44,62.88,31.46,0,0
2.52,119.13,33.62,1,3
12.82,239.99,34.05,0,2
12.69,195.54,37.64,0,2
0.73,72.55,23.05,0,0
2.91,38.94,22.43,0,0
1.32,200.25,28.21,0,1
29.52,229.13,32.4,1,4
11.69,169.44,30.94,0,2
1.4,203.87,30.15,0,1
10.7,167.79,36.81,0,2
0.0,331.87,21.3,0,3
0.98,73.54,33.88,0,0
1.59,54.85,23.41,0,0
10.64,233.38,36.68,0,2
0.94,60.64,23.63,0,0
2.46,28.01,29.1,0,0
0.6,97.43,32.73,0,0
2.36,15.55,25.61,0,0
1.27,69.22,24.23,0,0
1.18,68.62,26.04,0,0
0.88,26.09,42.09,0,1
0.61,63.43,41.11,0,1
12.57,237.71,36.69,0,2
1.67,65.31,22.74,0,0
0.98,78.28,25.71,0,0
0.0,417.71,26.96,0,3
1.95,170.56,33.6,0,1
11.98,226.86,31.09,0,2
12.43,238.77,35.98,0,2
18.58,379.0,26.91,0,4
8.47,197.32,30.7,0,2
0.08,69.11,41.47,0,1
16.58,241.75,27.37,1,4
1.93,51.43,27.51,0,0
2.98,39.17,23.43,0,0
12.27,162.03,32.15,0,2
2.37,30.62,25.06,0,0
19.97,238.29,33.28,1,4
0.0,363.68,27.72,0,3
1.46,25.14,32.95,0,0
0.0,392.47,25.62,0,3
11.4,24.08,26.07,0,1
9.64,182.53,31.43,0,2
1.09,99.49,41.4,0,1
6.75,46.0,26.06,0,1
26.82,244.99,33.38,1,4
0.69,80.28,32.1,0,0
0.02,49.12,31.03,0,0
17.0,96.24,21.18,0,3
0.85,54.6,34.39,0,0
0.84,29.35,27.1,0,0
0.41,87.88,22.68,0,0
8.42,160.94,36.36,0,2
9.34,166.35,32.89,0,2
2.8,60.02,34.53,0,0
1.67,31.16,32.51,0,0
2.09,48.29,29.52,0,0
7.76,86.72,25.37,0,1
0.95,21.62,27.14,0,0
8.49,220.36,34.23,0,2
1.11,24.89,25.25,0,0
13.04,181.25,34.71,0,2
0.23,96.97,33.65,0,0
2.47,23.71,32.77,0,0
0.0,348.28,25.27,0,3
0.73,46.12,26.16,0,0
0.15,50.76,22.97,0,0
1.42,32.85,23.03,0,0
1.35,92.83,23.66,0,0
0.19,218.9,29.41,0,1
0.27,78.2,31.36,0,0
0.7,16.4,33.57,0,0
2.78,63.55,27.53,0,0
0.28,28.49,23.37,0,0
0.46,71.43,25.86,0,0
7.95,176.73,36.3,0,2
11.76,81.0,30.53,0,1
0.28,45.45,26.2,0,0
2.35,50.3,33.56,0,0
0.95,38.72,33.25,0,0
0.71,216.59,30.51,0,1
0.17,35.03,30.08,0,0
2.55,68.5,25.91,0,0
1.13,41.71,30.19,0,0
0.88,22.25,26.89,0,0
0.05,69.91,24.11,0,0
0.2,31.93,31.37,0,0
2.18,65.75,28.68,0,0
0.0,324.14,21.85,0,3
16.67,127.27,29.93,1,4
2.04,42.32,26.7,0,0
0.08,52.07,42.63,0,1
0.06,25.09,30.93,0,0
7.34,231.0,35.02,0,2
6.29,79.26,26.36,0,1
0.95,44.67,28.05,0,0
8.29,85.27,27.12,0,1
2.37,62.54,29.23,0,0
0.7,194.38,27.48,0,1
0.19,201.04,31.89,0,1
1.6,35.81,42.3,0,1
8.36,218.15,35.76,0,2
0.95,95.0,22.92,0,0
1.74,97.34,25.34,0,0
0.0,367.92,21.73,0,3
0.29,54.02,29.73,0,0
0.59,80.97,42.45,0,1
2.79,94.16,27.15,0,0
2.46,57.08,32.39,0,0
0.75,22.74,27.9,0,0
0.0,87.03,42.24,0,1
10.6,65.66,34.31,0,1
1.2,97.82,23.84,0,0
1.46,59.5,29.13,0,0
2.78,74.8,25.36,0,0
2.64,47.33,29.23,0,0
0.76,50.41,30.53,0,0
2.85,33.72,32.13,0,0
2.5,93.46,24.43,0,0
11.27,87.29,29.17,0,1
0.0,332.42,23.07,0,3
0.47,41.35,33.79,0,0
0.82,47.69,34.48,0,0
8.41,220.2,36.13,0,2
43.47,379.98,24.68,0,4
0.0,58.52,42.29,0,1
0.91,182.15,34.71,0,1
0.0,116.56,41.6,0,1
0.19,78.53,27.82,0,0
0.0,144.91,44.41,0,1
20.09,35.16,25.02,0,3
0.0,415.17,29.21,0,3
2.27,89.53,26.33,0,0
2.25,22.72,34.23,0,0
1.37,98.54,34.85,0,0
12.87,237.37,37.42,0,2
0.26,20.85,42.83,0,1
2.27,90.18,29.78,0,0
0.12,43.66,26.18,0,0
1.42,212.2,25.47,0,1
0.02,80.6,42.36,0,1
1.08,39.11,42.51,0,1
12.98,236.33,35.98,0,2
0.06,77.89,22.73,0,0
0.41,97.36,26.11,0,0
2.85,66.74,22.47,0,0
29.71,74.85,27.39,0,3
12.16,175.22,32.95,0,2
11.59,229.01,31.68,0,2
7.28,183.98,35.04,0,2
24.43,422.08,21.47,0,4
1.46,63.79,42.63,0,1
11.94,44.31,34.64,0,1
2.56,73.61,26.64,0,0
23.01,183.58,28.12,1,4
2.35,50.59,30.44,0,0
10.83,174.28,34.93,0,2
2.46,31.42,25.78,0,0
2.22,76.26,26.38,0,0
11.38,42.02,33.18,0,1
0.14,34.95,31.65,0,0
9.17,210.68,35.32,0,2
1.07,215.02,29.63,0,1
0.59,190.15,33.16,0,1
1.32,96.37,25.69,0,0
1.39,208.85,32.57,0,1
0.66,175.1,33.93,0,1
1.22,95.7,23.04,0,0
21.63,328.96,22.64,0,4
11.68,64.02,27.17,0,1
0.63,49.7,42.12,0,1
1.11,62.48,27.6,0,0
8.3,172.31,32.46,0,2
0.71,22.39,27.23,0,0
9.01,160.3,34.46,0,2
9.74,183.76,33.93,0,2
1.93,77.33,31.16,0,0
2.53,95.48,25.86,0,0
2.11,75.2,28.64,0,0
18.32,150.09,28.03,1,4
0.0,364.1,25.89,0,3
1.9,56.62,24.91,0,0
0.47,66.03,30.56,0,0
11.47,52.88,32.68,0,1
1.41,59.33,32.01,0,0
1.74,179.81,30.3,0,1
1.3,72.92,31.85,0,0
0.0,378.11,23.17,0,3
16.77,244.3,28.78,1,4
1.54,214.64,26.22,0,1
10.74,182.82,37.37,0,2
0.82,90.33,28.25,0,0
10.52,65.88,30.61,0,1
12.19,186.76,30.84,0,2
8.56,223.3,34.94,0,2
2.56,73.75,29.09,0,0
2.96,86.28,23.78,0,0
0.0,413.81,24.83,0,3
11.62,231.27,32.13,0,2
2.74,64.77,22.93,0,0
0.71,99.47,24.91,0,0
0.0,387.32,26.04,0,3
1.57,67.63,34.21,0,0
7.95,181.62,33.23,0,2
1.67,92.1,25.98,0,0
27.12,85.38,31.12,1,4
0.0,53.24,42.86,0,1
13.05,185.95,34.4,0,2
0.0,403.24,29.3,0,3
44.72,448.78,26.78,0,4
2.71,16.2,33.21,0,0
1.87,39.91,23.76,0,0
1.42,93.17,27.06,0,0
0.07,32.84,22.68,0,0
1.15,97.63,25.98,0,0
0.15,67.8,42.73,0,1
6.45,54.43,30.41,0,1
10.56,21.55,25.64,0,1
18.18,48.23,20.01,0,3
29.35,96.24,29.23,1,4
0.19,26.39,41.14,0,1
36.39,437.41,20.6,0,4
11.62,192.6,34.57,0,2
8.83,235.2,31.1,0,2
24.98,68.81,20.2,0,3
1.98,40.52,26.45,0,0
9.67,72.72,34.15,0,1
0.06,31.31,42.44,0,1
1.96,65.72,41.23,0,1
1.68,18.18,26.74,0,0
21.72,96.74,25.99,1,4
0.17,63.59,28.42,0,0
8.3,207.43,31.4,0,2
9.15,209.15,37.06,0,2
11.32,48.69,32.3,0,1
0.89,69.57,24.03,0,0
27.25,95.74,24.29,0,3
1.14,177.65,30.28,0,1
22.55,118.32,22.76,0,3
0.77,53.62,28.94,0,0
2.48,92.79,28.33,0,0
1.26,30.41,25.69,0,0
0.0,79.62,41.39,0,1
2.32,43.22,30.97,0,0
12.72,229.87,34.78,0,2
0.45,57.82,23.35,0,0
0.0,334.38,26.17,0,3
2.05,47.89,25.56,0,0
11.94,82.27,25.04,0,1
17.04,166.06,27.91,1,4
10.41,222.87,31.84,0,2
11.81,198.2,36.87,0,2
2.28,26.22,24.04,0,0
1.98,69.32,27.8,0,0
1.84,27.26,30.17,0,0
0.43,75.17,33.36,0,0
1.92,20.26,33.43,0,0
2.22,29.68,33.2,0,0
0.63,63.66,25.75,0,0
0.34,33.18,32.37,0,0
0.21,64.31,41.21,0,1
1.35,65.05,42.96,0,1
2.63,16.21,27.52,0,0
0.0,77.48,42.39,0,1
0.34,176.19,29.53,0,1
1.27,18.34,34.01,0,0
1.9,88.99,32.64,0,0
0.0,346.31,29.75,0,3
0.67,217.31,33.07,0,1
9.53,220.39,34.91,0,2
0.92,82.05,29.76,0,0
0.07,86.57,23.17,0,0
9.01,22.09,28.22,0,1
1.17,35.56,32.85,0,0
12.18,188.87,30.03,0,2
2.27,66.24,29.0,0,0
0.23,81.71,22.5,0,0
0.88,63.7,34.9,0,0
1.42,66.15,32.7,0,0
12.65,201.8,33.47,0,2
7.62,66.44,30.5,0,1
0.1,39.17,34.39,0,0
2.15,90.88,31.91,0,0
1.56,88.74,34.68,0,0
0.37,96.24,33.34,0,0
2.91,32.77,23.15,0,0
10.78,179.17,37.43,0,2
1.21,68.71,25.0,0,0
1.09,73.22,42.36,0,1
0.0,143.59,43.97,0,1
0.0,412.35,27.92,0,3
2.92,88.94,22.84,0,0
0.0,60.81,41.38,0,1
1.5,39.26,33.18,0,0
0.0,332.52,20.72,0,3
1.09,215.9,31.96,0,1
2.8,28.0,31.86,0,0
3.0,43.24,28.45,0,0
8.96,31.96,33.02,0,1
17.28,94.62,30.11,1,4
1.3,82.21,33.56,0,0
0.23,68.61,25.44,0,0
0.39,94.76,33.38,0,0
1.37,53.09,30.81,1,3
1.14,63.88,29.56,0,0
0.43,160.04,34.99,0,1
0.85,80.1,29.7,0,0
27.63,70.4,22.42,0,3
2.62,76.06,23.0,0,0
7.25,174.53,34.74,0,2
10.33,55.39,28.34,0,1
8.79,225.54,33.33,0,2
1.71,31.53,28.07,0,0
0.0,411.19,24.05,0,3
8.72,75.56,27.69,0,1
0.07,47.45,24.55,0,0
0.87,51.21,42.43,0,1
0.21,47.14,31.46,0,0
28.1,119.73,20.29,0,3
28.76,100.68,22.95,0,3
1.92,22.62,23.89,0,0
0.0,394.11,29.14,0,3
11.4,92.13,31.05,0,1
11.5,95.95,31.6,0,1
10.48,182.79,30.13,0,2
2.94,83.54,28.23,0,0
0.19,15.86,31.82,0,0
42.43,328.95,25.88,0,4
16.64,175.81,29.53,1,4
2.91,37.34,28.34,0,0
0.97,80.1,24.56,0,0
7.91,175.25,30.18,0,2
9.94,93.87,30.26,0,1
13.48,166.9,34.78,0,2
0.31,193.14,29.98,0,1
2.09,45.62,32.0,0,0
0.0,392.46,22.74,0,3
8.45,179.4,37.89,0,2
2.19,86.41,26.51,0,0
2.32,66.6,26.7,0,0
13.05,178.8,30.19,0,2
2.02,92.8,33.22,0,0
2.64,83.91,31.55,0,0
12.65,228.94,36.55,0,2
2.17,86.51,24.41,0,0
2.36,44.23,27.2,0,0
0.64,94.8,32.48,0,0
0.32,46.67,27.4,0,0
2.66,87.36,33.05,0,0
29.52,45.57,22.77,0,3
2.77,22.35,29.65,0,0
1.3,26.17,42.71,0,1
27.05,97.03,26.16,1,4
7.12,213.68,31.03,0,2
12.18,174.58,36.06,0,2
13.48,217.96,36.94,0,2
1.72,189.82,31.6,0,1
0.0,375.27,26.9,0,3
7.53,52.64,29.49,0,1
0.0,132.98,42.21,0,1
8.45,97.84,33.28,0,1
29.79,430.82,21.28,0,4
19.75,40.49,21.61,0,3
0.79,48.64,42.78,0,1
2.52,93.9,29.32,0,0
13.03,194.84,37.03,0,2
0.92,98.57,22.4,0,0
1.38,41.43,25.67,0,0
1.19,21.09,32.08,0,0
0.12,65.18,30.69,0,0
7.61,173.74,31.46,0,2
1.38,67.82,42.45,0,1
10.11,176.37,37.35,0,2
24.9,114.34,29.12,1,4
1.1,72.41,24.73,0,0
1.14,23.34,32.58,0,0
28.8,187.94,25.17,1,4
1.8,27.58,23.28,0,0
1.89,42.25,26.86,0,0
2.21,80.17,32.78,0,0
12.41,206.18,33.93,0,2
0.16,39.8,30.89,0,0
18.86,184.52,34.03,1,4
0.0,323.49,22.17,0,3
0.0,369.82,28.41,0,3
2.62,77.45,30.77,0,0
1.42,38.39,29.65,0,0
7.46,211.53,33.98,0,2
27.25,59.52,25.34,0,3
1.29,94.77,26.24,0,0
0.44,48.47,24.93,0,0
2.16,90.49,23.43,0,0
7.72,190.35,37.97,0,2
0.07,43.36,34.36,0,0
0.67,66.27,25.04,0,0
0.16,62.53,29.3,0,0
7.92,199.99,34.81,0,2
1.64,75.2,34.88,0,0
0.28,179.83,32.15,0,1
0.96,90.78,22.12,0,0
2.63,113.46,28.58,1,3
6.51,79.11,29.02,0,1
1.73,46.3,26.03,0,0
1.37,29.42,33.08,0,0
10.5,66.09,31.02,0,1
12.37,179.2,33.13,0,2
8.83,233.25,36.71,0,2
24.9,61.08,26.94,0,3
19.69,117.81,30.62,1,4
0.28,94.3,41.86,0,1
0.11,27.97,25.86,0,0
1.41,180.15,34.3,0,1
0.51,189.46,33.97,0,1
1.46,79.4,29.81,0,0
1.24,200.92,28.56,0,1
1.0,173.07,33.58,0,1
1.84,199.53,29.56,0,1
19.17,443.84,23.83,0,4
0.0,90.75,43.78,0,1
7.34,169.39,36.77,0,2
2.76,38.1,29.78,0,0
1.73,56.97,41.66,0,1
1.18,21.71,26.72,0,0
1.94,46.12,26.99,0,0
1.82,48.09,34.33,0,0
20.55,65.57,26.64,0,3
25.7,388.41,27.11,0,4
0.2,71.48,26.74,0,0
2.11,35.65,29.35,0,0
1.08,76.3,29.97,0,0
1.17,201.57,33.15,0,1
0.79,78.65,28.08,0,0
0.48,51.9,31.44,0,0
0.29,203.42,27.35,0,1
43.43,376.21,23.29,0,4
29.32,167.94,33.04,1,4
2.14,23.44,33.61,0,0
0.91,96.45,24.02,0,0
1.74,98.36,30.99,0,0
2.24,51.23,34.9,0,0
1.27,170.96,31.16,0,1
17.83,131.08,29.78,1,4
0.64,93.63,22.42,0,0
23.22,476.46,25.34,0,4
1.37,165.8,28.2,0,1
1.67,45.58,41.87,0,1
0.11,21.18,22.28,0,0
7.03,78.23,31.46,0,1
0.06,50.43,25.22,0,0
12.77,200.3,33.23,0,2
0.28,46.6,30.81,0,0
9.89,237.28,37.52,0,2
